transaction_id,amount,customer_age,location,purchase_category
TXN569,12638.02,21,Hyderabad,POS
TXN570,3148.83,20,Delhi,POS
TXN571,9256.68,42,Delhi,POS
TXN572,2204.71,36,Delhi,Online
TXN573,12368.9,51,Mumbai,Online
TXN574,2805.12,63,Bangalore,ATM
TXN575,6831.11,54,Mumbai,POS
TXN576,12868.49,32,Chennai,POS
TXN577,4231.73,53,Chennai,Online
TXN578,3363.62,64,Pune,ATM
TXN579,3068.63,61,Delhi,POS
TXN580,10482.88,47,Bangalore,POS
TXN581,124685.17,29,Kolkata,ATM
TXN582,1933.21,23,Ahmedabad,ATM
TXN583,9906.64,24,Delhi,POS
TXN584,1465.42,30,Hyderabad,Online
TXN585,7700.37,55,Delhi,ATM
TXN586,10212.53,18,Kolkata,ATM
TXN587,2545.96,50,Chennai,Online
TXN588,4074.13,24,Chennai,POS
TXN589,14770.12,38,Bangalore,Online
TXN590,8824.38,48,Mumbai,Online
TXN591,488.32,41,Kolkata,ATM
TXN592,13216.07,29,Ahmedabad,Online
TXN593,565.0,35,Hyderabad,POS
TXN594,4328.22,39,Hyderabad,Online
TXN595,6849.03,70,Hyderabad,Online
TXN596,2697.55,54,Pune,ATM
TXN597,13737.37,33,Delhi,POS
TXN598,6488.84,52,Bangalore,ATM
TXN599,13384.19,60,Pune,ATM
TXN600,12380.28,56,Mumbai,POS
TXN601,956.99,46,Mumbai,POS
TXN602,1400.82,58,Bangalore,POS
TXN603,13364.85,53,Mumbai,POS
TXN604,3354.32,57,Hyderabad,Online
TXN605,13750.21,53,Pune,Online
TXN606,3168.71,59,Ahmedabad,POS
TXN607,657.44,48,Delhi,ATM
TXN608,641.31,46,Mumbai,ATM
TXN609,7945.35,18,Bangalore,ATM
TXN610,14705.16,25,Bangalore,ATM
TXN611,1121.29,31,Bangalore,POS
TXN612,8049.68,33,Chennai,ATM
TXN613,14333.04,38,Pune,POS
TXN614,133.17,45,Mumbai,POS
TXN615,5662.66,50,Ahmedabad,ATM
TXN616,4244.2,23,Ahmedabad,Online
TXN617,14125.66,45,Mumbai,ATM
TXN618,12783.0,32,Bangalore,POS
TXN619,234.14,44,Ahmedabad,Online
TXN620,2970.62,18,Mumbai,POS
TXN621,14361.67,31,Hyderabad,ATM
TXN622,2475.52,57,Kolkata,Online
TXN623,371.29,29,Kolkata,ATM
TXN624,2031.99,46,Pune,POS
TXN625,8631.93,61,Chennai,POS
TXN626,10513.63,70,Chennai,ATM
TXN627,7054.26,34,Mumbai,ATM
TXN628,203.48,47,Bangalore,Online
TXN629,2023.92,38,Mumbai,ATM
TXN630,9507.4,37,Bangalore,ATM
TXN631,1930.68,51,Bangalore,ATM
TXN632,123459.96,44,Kolkata,Online
TXN633,4235.9,49,Hyderabad,Online
TXN634,139366.69,45,Mumbai,ATM
TXN635,12706.59,52,Mumbai,ATM
TXN636,123.94,67,Kolkata,POS
TXN637,4386.22,45,Hyderabad,ATM
TXN638,11848.41,62,Pune,ATM
TXN639,123065.21,48,Pune,Online
TXN640,10212.23,69,Pune,Online
TXN641,6271.45,35,Chennai,ATM
TXN642,5912.78,68,Pune,POS
TXN643,3618.0,27,Chennai,ATM
TXN644,11744.32,54,Bangalore,ATM
TXN645,10466.16,52,Chennai,ATM
TXN646,9959.81,69,Bangalore,POS
TXN647,982.05,38,Kolkata,ATM
TXN648,4874.45,25,Pune,ATM
TXN649,9422.54,49,Pune,POS
TXN650,596.65,34,Delhi,POS
TXN651,7113.46,47,Ahmedabad,POS
TXN652,9925.79,55,Chennai,POS
TXN653,6126.9,20,Pune,ATM
TXN654,7860.69,21,Bangalore,Online
TXN655,8898.57,37,Hyderabad,Online
TXN656,688.97,27,Delhi,Online
TXN657,8911.7,39,Bangalore,Online
TXN658,143.93,58,Delhi,Online
TXN659,14185.76,18,Ahmedabad,POS
TXN660,6507.62,32,Chennai,POS
TXN661,8574.69,63,Kolkata,ATM
TXN662,1486.68,22,Ahmedabad,ATM
TXN663,8001.38,23,Ahmedabad,Online
