transaction_id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
TXN023,0.27,-0.2,0.18,-0.1,0.13,0.05,-0.06,0.08,-0.07,0.03,-0.01,0.02,-0.04,0.06,-0.01,0.01,0.05,-0.03,0.04,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,260.0
TXN024,-0.08,0.06,-0.05,0.04,-0.02,0.01,-0.01,0.02,-0.01,0.01,0.03,-0.04,0.05,-0.06,0.07,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,30.0
TXN025,0.3,-0.9,0.6,-0.2,0.9,-0.5,0.1,-0.7,0.3,-0.6,0.0,-0.2,0.9,-0.8,0.4,-0.1,0.7,-0.5,0.2,-0.9,0.1,-0.4,0.8,-0.3,0.0,-0.6,0.5,-0.2,840000.0
TXN026,0.15,-0.1,0.35,0.24,-0.17,0.09,-0.06,0.04,-0.05,0.02,0.25,-0.2,0.13,-0.1,0.08,0.07,-0.08,0.04,-0.02,0.03,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.02,0.01,870.0
TXN027,-0.18,0.29,-0.15,0.23,0.16,-0.12,0.19,-0.09,0.06,-0.04,0.11,0.07,-0.1,0.14,-0.07,0.04,0.03,-0.02,0.01,-0.03,0.05,-0.05,0.02,-0.02,0.03,-0.01,0.03,-0.02,140.0
TXN028,0.24,-0.18,0.16,-0.09,0.12,0.05,-0.05,0.07,-0.06,0.03,-0.01,0.02,-0.03,0.05,-0.01,0.01,0.04,-0.03,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,250.0
TXN029,-0.07,0.05,-0.05,0.03,-0.02,0.01,-0.01,0.02,-0.01,0.01,0.02,-0.03,0.04,-0.05,0.06,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,25.0
TXN030,-0.17,-0.08,-0.2,0.44,0.45,0.04,0.11,-0.24,0.15,0.22,0.23,-0.44,-0.21,0.41,-0.31,-0.37,-0.26,0.25,0.11,-0.27,0.22,-0.34,0.08,0.18,0.4,0.43,-0.18,-0.26,28.68
TXN031,0.14,-0.09,0.34,0.23,-0.16,0.08,-0.05,0.04,-0.05,0.02,0.24,-0.19,0.12,-0.09,0.07,0.06,-0.07,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.02,0.01,820.0
TXN032,-0.17,0.28,-0.14,0.22,0.15,-0.11,0.18,-0.09,0.06,-0.04,0.1,0.07,-0.09,0.13,-0.06,0.04,0.03,-0.02,0.01,-0.02,0.04,-0.05,0.02,-0.02,0.02,-0.01,0.03,-0.02,120.0
TXN033,0.23,-0.17,0.15,-0.08,0.11,0.05,-0.05,0.07,-0.06,0.03,-0.01,0.02,-0.03,0.05,-0.01,0.01,0.04,-0.02,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,240.0
TXN034,-0.06,0.05,-0.04,0.03,-0.02,0.01,-0.01,0.01,-0.01,0.01,0.02,-0.03,0.03,-0.04,0.05,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,20.0
TXN035,-0.39,0.02,-0.19,-0.33,-0.22,-0.07,0.27,-0.38,-0.33,-0.27,0.11,-0.2,0.32,-0.1,0.19,0.43,-0.34,0.35,0.4,0.17,0.17,0.15,-0.22,0.38,0.31,0.25,0.2,0.27,1254.65
TXN036,0.13,-0.09,0.33,0.22,-0.15,0.08,-0.05,0.04,-0.05,0.02,0.23,-0.18,0.12,-0.09,0.07,0.06,-0.07,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.02,0.01,780.0
TXN037,-0.16,0.27,-0.13,0.21,0.14,-0.1,0.17,-0.08,0.05,-0.04,0.1,0.06,-0.09,0.13,-0.06,0.04,0.03,-0.02,0.01,-0.02,0.04,-0.05,0.02,-0.02,0.02,-0.01,0.03,-0.02,110.0
TXN038,0.22,-0.16,0.14,-0.08,0.11,0.04,-0.05,0.07,-0.06,0.03,-0.01,0.02,-0.03,0.05,-0.01,0.01,0.04,-0.02,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,230.0
TXN039,-0.05,0.04,-0.04,0.03,-0.02,0.01,-0.01,0.01,-0.01,0.01,0.02,-0.03,0.03,-0.04,0.05,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,15.0
TXN040,0.2,-0.8,5.6,-0.2,0.9,-0.5,6.1,-0.7,0.3,-0.6,0.0,-0.2,0.9,-0.8,0.4,-0.1,0.7,-0.5,0.2,-0.9,0.1,-0.4,0.8,-0.3,0.0,-0.6,0.5,-0.2,820000.0
TXN041,0.12,-0.08,0.32,0.21,-0.14,0.07,-0.04,0.03,-0.04,0.02,0.22,-0.17,0.11,-0.08,0.06,0.05,-0.06,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.02,0.01,700.0
TXN042,-0.15,0.25,-0.12,0.2,0.13,-0.09,0.16,-0.08,0.05,-0.03,0.09,0.06,-0.08,0.12,-0.06,0.04,0.02,-0.02,0.01,-0.02,0.04,-0.05,0.02,-0.02,0.02,-0.01,0.03,-0.02,100.0
TXN043,0.21,-0.15,0.13,-0.07,0.1,0.04,-0.04,0.06,-0.05,0.03,-0.01,0.02,-0.03,0.04,-0.01,0.01,0.03,-0.02,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,220.0
TXN044,-0.05,0.04,-0.03,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,0.02,-0.02,0.03,-0.03,0.04,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,10.0
TXN045,0.6,0.2,0.9,0.5,0.1,-0.6,0.4,-0.0,0.7,-6.9,0.3,-0.6,0.2,-0.1,0.8,-0.4,0.0,-0.9,0.6,-0.3,0.5,-0.8,0.2,-0.7,0.3,-0.0,0.9,-0.6,860000.0
TXN046,0.11,-0.07,0.3,0.2,-0.13,0.06,-0.04,0.03,-0.04,0.02,0.21,-0.16,0.1,-0.07,0.06,0.05,-0.06,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.02,0.01,650.0
TXN047,-0.14,0.23,-0.11,0.19,0.12,-0.08,0.15,-0.07,0.05,-0.03,0.08,0.05,-0.07,0.11,-0.05,0.03,0.02,-0.02,0.01,-0.02,0.03,-0.04,0.02,-0.02,0.02,-0.01,0.03,-0.02,90.0
TXN048,0.2,-0.14,0.12,-0.07,0.1,0.04,-0.04,0.06,-0.05,0.02,-0.01,0.02,-0.02,0.04,-0.01,0.01,0.03,-0.02,0.03,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,210.0
TXN049,-0.04,0.03,-0.03,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,0.02,-0.02,0.03,-0.03,0.04,-0.01,0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.01,12.0
TXN050,-0.14,0.3,-0.34,-0.35,0.35,-0.07,-0.26,0.42,0.07,0.19,0.38,-0.02,0.19,0.26,0.01,0.03,0.37,0.23,0.27,0.03,-0.22,0.16,0.37,-0.43,-0.44,0.08,0.01,0.07,1846.01
TXN051,0.43,0.3,0.31,0.17,-0.07,-0.19,0.33,0.22,-0.33,-0.43,-0.44,0.18,0.16,-0.22,-0.45,0.22,-0.3,0.11,-0.05,0.34,0.24,-0.29,0.05,0.17,0.13,0.21,-0.05,0.08,62.83
TXN052,-0.21,-0.34,0.3,0.44,-0.37,0.17,0.14,0.28,-0.21,0.07,-0.37,0.19,-0.13,0.14,-0.31,-0.26,0.28,0.17,-0.1,-0.08,-0.05,-0.08,-0.39,0.33,0.34,0.01,0.42,0.41,782.13
TXN053,0.41,0.11,-0.09,0.04,-0.41,0.25,-0.01,-0.31,0.01,-0.35,-0.1,0.39,-0.2,0.01,-0.42,0.06,-0.11,0.01,-0.42,0.25,0.18,-0.07,-0.25,-0.12,-0.41,0.27,-0.11,-0.33,414.05
TXN054,-0.42,0.15,0.4,0.35,-0.27,0.1,-0.09,0.05,-0.08,0.04,-0.2,0.24,0.38,0.27,-0.39,0.15,0.42,0.22,0.45,0.06,0.11,0.08,-0.14,-0.35,-0.17,-0.28,-0.06,-0.19,98.59
TXN055,-0.12,0.18,-0.45,0.38,0.41,-0.34,0.02,-0.32,0.43,0.14,-0.42,-0.2,0.39,-0.22,-0.08,-0.27,-0.12,-0.28,-0.4,0.05,0.19,0.02,0.36,-0.39,0.2,0.07,-0.22,-0.35,1392.08
TXN056,0.09,-0.31,0.23,0.14,-0.16,-0.02,-0.42,0.39,0.36,0.3,-0.09,0.33,0.13,0.08,-0.33,0.4,0.04,-0.39,0.1,-0.17,-0.09,0.36,-0.11,0.31,-0.16,-0.23,-0.28,-0.26,464.15
TXN057,-0.44,0.25,-0.15,-0.08,0.3,-0.29,-0.04,0.25,-0.32,-0.45,0.42,-0.01,-0.33,0.22,-0.01,0.31,-0.19,0.07,-0.08,-0.35,-0.09,0.34,-0.41,0.2,-0.39,0.3,0.27,-0.21,1859.1
TXN058,0.09,0.35,0.19,0.01,0.35,0.33,0.05,0.21,-0.19,-0.25,-0.06,-0.12,-0.23,-0.13,-0.13,-0.39,0.38,0.08,0.25,-0.27,0.18,0.37,-0.34,0.4,0.21,0.33,-0.04,-0.28,230.85
TXN059,0.15,-0.03,0.16,0.12,-0.21,-0.1,0.05,0.19,0.45,0.18,-0.05,-0.08,0.29,0.32,0.21,0.14,-0.2,0.06,-0.35,-0.35,-0.15,0.25,-0.24,0.3,0.33,-0.06,0.31,0.08,1766.6
TXN060,0.17,0.22,0.3,-0.2,-0.25,-0.21,0.26,0.33,-0.03,0.15,-0.33,0.4,-0.36,0.0,-0.38,-0.26,-0.21,-0.06,-0.39,0.3,0.11,0.13,0.14,0.04,0.37,0.31,-0.14,0.28,1595.97
TXN061,-0.16,-0.36,-0.33,-0.01,-0.35,-0.18,-0.43,0.13,0.06,-0.17,0.01,-0.08,-0.11,-0.13,0.37,-0.24,0.4,0.25,0.43,-0.05,0.17,0.31,0.0,-0.05,0.02,-0.17,-0.31,0.35,258.37
TXN062,-0.39,0.02,-0.19,-0.33,-0.22,-0.07,0.27,-0.38,-0.33,-0.27,0.11,-0.2,0.32,-0.1,0.19,0.43,-0.34,0.35,0.4,0.17,0.17,0.15,-0.22,0.38,0.31,0.25,0.2,0.27,1254.65
TXN063,-0.38,0.01,-0.04,-0.14,0.17,-0.24,-0.43,-0.19,0.05,-0.41,-0.24,0.31,-0.22,-0.07,0.19,-0.01,0.13,-0.21,-0.22,0.39,0.0,-0.44,-0.36,0.38,0.02,0.05,0.35,-0.29,901.21
TXN064,0.45,-0.03,0.25,-0.33,0.29,-0.18,0.17,-0.17,0.19,-0.26,0.33,-0.34,-0.34,0.15,-0.33,-0.14,-0.39,0.24,0.34,0.19,0.23,0.08,-0.12,-0.33,-0.07,0.11,0.09,0.28,108.35
TXN065,-0.22,-0.4,0.02,-0.14,0.06,-0.4,-0.29,0.43,0.14,-0.44,-0.17,-0.21,0.19,-0.42,-0.44,0.17,-0.17,0.15,0.1,0.34,-0.42,0.38,-0.16,-0.31,-0.19,-0.27,0.18,0.15,1059.78
TXN066,-0.14,0.21,-0.21,-0.43,-0.15,-0.12,-0.42,-0.17,0.16,-0.2,0.15,0.04,-0.3,-0.42,-0.31,0.43,0.11,-0.1,-0.22,0.14,-0.34,-0.16,0.29,0.05,-0.26,0.29,-0.35,-0.38,711.51
TXN067,-0.38,0.28,0.23,0.26,0.0,0.07,0.39,0.1,-0.08,-0.41,-0.04,0.22,-0.41,0.04,-0.09,-0.37,0.28,0.3,0.04,-0.41,-0.34,-0.03,-0.25,-0.34,0.44,-0.05,-0.45,-0.06,1892.92
TXN068,0.11,-0.07,0.11,0.02,-0.02,-0.21,-0.26,-0.11,0.42,0.32,-0.38,-0.4,-0.39,0.09,-0.06,0.04,0.28,-0.07,-0.26,-0.32,0.42,-0.3,0.01,-0.2,-0.25,0.28,-0.12,-0.37,1190.03
TXN069,0.32,0.1,0.27,0.2,-0.23,-0.39,-0.23,-0.17,-0.05,-0.41,-0.21,0.14,0.36,-0.06,-0.07,-0.36,-0.23,-0.45,0.27,0.24,0.29,-0.38,-0.2,0.35,-0.28,-0.39,-0.29,-0.45,1919.12
TXN070,0.26,0.3,-0.37,0.1,0.18,0.18,-0.18,-0.42,0.04,0.17,0.1,0.09,-0.39,-0.42,-0.37,-0.39,-0.36,-0.21,0.19,0.13,0.06,0.25,0.07,-0.16,-0.11,0.27,-0.05,0.35,1073.98
TXN071,0.44,0.42,-0.07,0.21,0.06,0.26,-0.24,-0.29,-0.27,-0.26,-0.42,-0.29,0.36,0.14,0.26,-0.18,0.31,-0.37,0.14,0.11,0.09,-0.11,-0.26,0.06,0.07,0.27,-0.42,0.14,622.17
TXN072,0.36,-0.3,-0.45,-0.38,-0.05,0.1,-0.14,0.24,-0.44,-0.39,-0.1,-0.21,-0.15,-0.26,-0.12,-0.05,-0.42,-0.22,0.24,0.02,-0.08,0.26,0.27,0.04,0.09,-0.26,-0.15,0.22,463.94
TXN073,-0.11,-0.4,0.34,-0.26,-0.17,-0.39,0.26,0.41,0.28,0.34,-0.24,-0.03,-0.3,0.44,0.1,-0.13,-0.12,0.1,-0.34,-0.13,0.19,-0.04,-0.36,-0.35,0.12,-0.3,0.04,0.25,1582.5
TXN074,0.22,-0.18,0.1,0.32,0.45,-0.4,-0.15,0.16,-0.32,-0.28,0.27,0.09,0.12,0.16,-0.05,-0.08,-0.02,-0.11,-0.39,-0.44,-0.02,-0.18,0.05,0.03,0.12,0.36,0.0,0.32,1348.93
TXN075,0.29,0.22,-0.32,-0.04,0.0,0.13,-0.32,-0.25,-0.23,0.4,-0.04,-0.03,-0.38,-0.27,0.3,0.27,0.41,-0.43,-0.03,-0.03,0.27,-0.45,-0.16,0.32,-0.29,0.2,-0.44,0.29,1707.11
TXN076,-0.4,0.13,-0.25,0.27,0.13,0.16,0.15,0.27,0.37,0.15,-0.14,0.07,-0.23,0.13,0.06,0.22,-0.0,0.42,0.41,-0.26,-0.13,-0.4,-0.01,0.3,-0.26,-0.09,-0.42,-0.34,1515.84
TXN077,0.43,-0.29,-0.01,0.21,0.29,0.45,-0.18,0.26,0.37,-0.11,0.02,-0.18,-0.2,0.29,0.25,-0.09,0.17,0.38,-0.44,0.09,-0.21,0.03,-0.36,0.21,0.21,0.35,-0.17,0.11,332.17
TXN078,-0.43,0.27,-0.08,0.12,0.23,0.31,0.31,-0.09,-0.33,0.03,-0.42,-0.16,-0.15,-0.34,-0.32,-0.1,-0.23,0.17,0.37,0.06,0.03,-0.22,0.14,-0.09,-0.44,-0.05,0.41,-0.42,813.49
TXN079,0.17,-0.38,-0.25,0.16,-0.09,-0.34,0.16,0.26,-0.44,-0.07,0.43,-0.39,-0.13,0.13,0.22,-0.39,-0.23,0.19,-0.3,-0.41,0.21,0.25,-0.02,-0.1,-0.35,0.3,0.12,-0.15,843.24
TXN080,-0.35,0.03,0.1,0.22,-0.14,0.34,0.06,-0.18,-0.03,0.07,0.14,0.39,-0.14,0.13,-0.2,0.21,0.31,0.41,-0.16,-0.29,-0.41,-0.12,0.08,0.23,0.4,0.06,0.08,0.42,117.54
TXN081,-0.09,-0.23,0.19,0.29,-0.13,0.38,0.1,0.38,-0.29,0.02,0.17,-0.22,0.09,-0.23,-0.15,-0.12,-0.39,-0.41,-0.41,-0.17,-0.28,-0.21,-0.01,0.43,-0.26,-0.12,0.05,-0.15,1992.06
TXN082,-0.14,0.43,-0.42,-0.45,-0.24,0.15,0.43,-0.36,0.19,-0.17,-0.21,-0.12,-0.17,-0.18,-0.19,0.43,-0.17,-0.18,0.18,-0.38,-0.17,0.18,0.31,0.44,-0.15,0.25,0.11,-0.39,597.76
TXN083,-0.14,-0.41,0.21,0.18,-0.35,0.01,0.11,-0.42,-0.15,0.16,0.09,0.27,0.21,-0.25,0.37,0.0,-0.27,-0.13,0.14,0.23,0.44,0.25,0.38,-0.09,-0.43,0.13,0.32,-0.17,1156.44
TXN084,-0.4,-0.35,-0.29,-0.23,-0.44,0.08,0.09,0.12,0.08,0.2,-0.15,0.06,-0.07,0.12,0.32,-0.23,0.27,-0.41,0.21,0.21,0.14,-0.41,-0.01,0.11,-0.07,0.2,-0.01,-0.14,580.41
TXN085,0.02,-0.26,0.18,0.42,0.18,-0.34,0.11,-0.13,0.08,-0.22,0.44,-0.41,-0.13,0.35,-0.05,0.21,-0.04,0.36,-0.4,0.1,-0.16,-0.39,0.35,-0.41,-0.07,0.1,0.36,0.23,1476.86
TXN086,0.35,0.3,-0.14,0.31,0.18,-0.15,-0.28,-0.34,0.1,-0.1,-0.17,0.12,-0.26,-0.35,-0.19,-0.24,0.32,-0.06,0.45,0.22,0.11,0.17,0.21,0.22,0.1,-0.22,0.29,0.08,1250.69
TXN087,-0.04,-0.36,-0.16,0.28,-0.03,0.09,0.11,0.11,-0.28,-0.35,-0.13,-0.35,0.17,0.2,-0.32,-0.32,-0.19,0.33,0.33,-0.13,-0.32,-0.11,-0.16,0.02,-0.26,0.22,-0.2,-0.33,746.05
TXN088,-0.29,0.13,-0.45,0.1,-0.08,-0.28,-0.31,0.27,-0.26,-0.25,0.01,0.12,0.12,-0.19,0.12,0.43,-0.01,-0.28,0.05,-0.09,-0.18,-0.36,-0.12,0.25,0.29,-0.01,0.17,0.26,1032.56
TXN089,-0.1,-0.06,-0.2,-0.38,-0.18,-0.18,-0.42,0.01,0.3,0.27,-0.2,0.1,-0.08,0.13,-0.2,0.37,0.24,-0.28,0.12,-0.01,-0.31,0.16,-0.11,-0.32,0.26,-0.23,-0.08,-0.39,1866.05
TXN090,0.43,-0.15,-0.43,0.07,0.28,0.41,0.29,0.06,0.27,-0.14,-0.01,0.41,0.05,0.21,0.25,0.09,-0.08,0.02,0.45,-0.32,-0.32,-0.13,0.35,0.16,0.21,-0.33,0.3,0.32,1295.97
TXN091,-0.03,0.31,-0.43,-0.33,-0.19,0.37,-0.07,0.34,-0.06,-0.4,0.27,-0.09,-0.28,-0.39,-0.29,0.38,-0.07,0.19,-0.18,-0.01,0.28,0.11,0.28,0.12,-0.02,-0.24,-0.0,-0.21,1391.07
TXN092,0.24,-0.07,-0.04,-0.06,-0.2,0.19,-0.25,0.15,0.02,-0.1,-0.26,0.04,0.14,-0.18,-0.33,0.11,-0.27,-0.15,-0.16,-0.37,0.43,-0.19,-0.11,0.36,-0.2,-0.26,0.13,-0.18,552.03
TXN093,-0.25,-0.17,-0.07,-0.3,-0.04,-0.13,0.38,0.35,0.17,0.37,-0.12,0.36,-0.32,-0.29,-0.24,0.1,-0.27,0.02,-0.03,0.07,0.34,0.3,0.25,-0.43,-0.37,-0.09,-0.16,0.04,37.5
TXN094,-0.25,-0.33,0.22,0.08,0.43,0.1,-0.41,0.03,0.14,-0.03,-0.45,-0.42,0.1,-0.09,-0.19,-0.24,-0.29,-0.06,-0.24,0.14,0.0,0.32,0.27,0.12,0.4,0.11,-0.16,-0.24,1233.37
TXN095,0.31,-0.34,-0.34,-0.3,0.23,-0.26,0.29,0.0,0.33,-0.33,-0.31,0.17,-0.23,-0.43,0.14,-0.13,-0.12,0.24,0.21,-0.41,-0.29,0.35,-0.43,-0.28,-0.01,-0.13,0.08,-0.04,1262.97
TXN096,0.35,0.43,-0.41,-0.01,-0.05,0.27,0.42,0.06,-0.18,-0.21,-0.1,-0.01,-0.23,-0.27,-0.23,-0.23,0.18,-0.23,-0.2,0.22,0.15,-0.43,-0.17,0.3,-0.44,0.4,-0.21,0.26,748.28
TXN097,-0.04,-0.21,-0.01,-0.11,-0.16,0.41,-0.39,0.04,-0.03,-0.28,0.29,-0.44,-0.05,-0.43,-0.27,-0.2,-0.42,-0.16,-0.45,-0.19,-0.22,0.17,-0.02,-0.34,-0.2,0.44,-0.19,0.09,1398.88
TXN098,0.14,-0.29,0.07,0.11,-0.04,-0.41,-0.36,0.21,0.07,0.33,0.16,0.16,0.01,-0.27,0.12,0.39,-0.41,-0.11,-0.4,0.0,-0.39,-0.38,0.42,-0.42,-0.29,0.14,-0.34,-0.1,1904.37
TXN099,0.12,-0.34,0.26,-0.41,-0.17,0.28,0.28,-0.24,0.02,-0.15,-0.29,0.36,0.27,-0.01,-0.32,0.11,0.37,-0.1,0.27,0.09,-0.25,0.09,-0.11,-0.42,0.25,-0.27,-0.19,0.02,1139.96
TXN100,-0.08,-0.31,-0.39,0.04,0.16,-0.02,-0.19,-0.16,0.28,0.39,-0.06,0.03,0.18,0.05,0.4,-0.45,-0.45,-0.38,0.06,0.14,-0.18,-0.38,0.08,-0.12,0.17,-0.17,-0.38,0.01,416.51
TXN101,0.45,0.45,0.19,-0.44,0.11,0.09,-0.33,0.19,-0.44,0.21,0.14,0.18,0.42,0.09,-0.05,-0.01,0.06,0.32,-0.3,0.31,-0.42,-0.34,-0.17,-0.01,-0.27,0.13,0.21,-0.01,698.66
TXN102,-0.14,0.2,0.07,0.11,-0.34,-0.28,-0.12,0.29,-0.28,-0.17,-0.1,-0.44,0.32,-0.23,0.04,0.28,0.02,-0.01,0.03,-0.32,0.18,-0.04,-0.17,-0.15,0.31,0.26,0.05,0.06,1391.35
